dw_nominate,member_id,vote_position,roll_call
,A000360,Yes,111
,B001230,No,111
,B001261,Yes,111
,B001267,No,111
,B001277,No,111
,B000575,Yes,111
,B001288,No,111
,B001236,Yes,111
,B000944,No,111
,B001135,Yes,111
,C000127,No,111
,C001047,Yes,111
,C000141,No,111
,C000174,No,111
,C001070,No,111
,C001075,Yes,111
,C000567,Yes,111
,C001035,Yes,111
,C001088,No,111
,C001071,Yes,111
,C001056,Yes,111
,C001113,No,111
,C001095,Yes,111
,C000880,Yes,111
,C001098,Yes,111
,D000618,Yes,111
,D000607,Yes,111
,D000622,No,111
,D000563,No,111
,E000285,Yes,111
,E000295,Yes,111
,F000062,No,111
,F000463,Yes,111
,F000444,Yes,111
,F000457,No,111
,G000562,Yes,111
,G000555,No,111
,G000359,Yes,111
,G000386,Yes,111
,H001075,No,111
,H001076,No,111
,H000338,Yes,111
,H001046,No,111
,H001069,Yes,111
,H001041,Yes,111
,H001042,No,111
,H001061,Yes,111
,I000024,Yes,111
,I000055,Not Voting,111
,J000293,Yes,111
,K000384,No,111
,K000393,Yes,111
,K000383,No,111
,K000367,No,111
,L000575,Yes,111
,L000174,No,111
,L000577,Yes,111
,M001183,Yes,111
,M000133,No,111
,M000303,Yes,111
,M001170,No,111
,M000355,Yes,111
,M000639,No,111
,M001176,No,111
,M000934,Yes,111
,M001153,Yes,111
,M001169,No,111
,M001111,No,111
,N000032,No,111
,P000603,Yes,111
,P000612,Yes,111
,P000595,No,111
,P000449,Yes,111
,R000122,No,111
,R000584,Yes,111
,R000307,Yes,111
,R000605,Yes,111
,R000595,Yes,111
,S000033,No,111
,S001197,Yes,111
,S001194,No,111
,S000148,No,111
,S001184,Yes,111
,S001181,No,111
,S000320,Yes,111
,S000770,No,111
,S001202,Yes,111
,S001198,Yes,111
,T000464,No,111
,T000250,Yes,111
,T000476,Yes,111
,T000461,Yes,111
,U000039,No,111
,V000128,No,111
,W000805,No,111
,W000817,No,111
,W000802,No,111
,W000437,Yes,111
,W000779,No,111
,Y000064,Yes,111
