dw_nominate,member_id,vote_position,roll_call
,A000360,Yes,32
,B001230,No,32
,B001261,Yes,32
,B001267,No,32
,B001277,Not Voting,32
,B000575,Yes,32
,B001288,No,32
,B001236,Yes,32
,B000944,No,32
,B001135,Yes,32
,C000127,No,32
,C001047,Yes,32
,C000141,No,32
,C000174,No,32
,C001070,No,32
,C001075,Yes,32
,C000567,Yes,32
,C001035,Yes,32
,C001088,No,32
,C001071,Yes,32
,C001056,Yes,32
,C001113,No,32
,C001095,Yes,32
,C000880,Yes,32
,C001098,Yes,32
,D000618,Yes,32
,D000607,Yes,32
,D000622,No,32
,D000563,No,32
,E000285,Yes,32
,E000295,Yes,32
,F000062,Yes,32
,F000463,Yes,32
,F000444,Yes,32
,F000457,No,32
,G000562,Yes,32
,G000555,No,32
,G000359,Yes,32
,G000386,Yes,32
,H001075,No,32
,H001076,Yes,32
,H000338,Yes,32
,H001046,No,32
,H001069,Yes,32
,H001041,Yes,32
,H001042,No,32
,H001061,Yes,32
,I000024,Yes,32
,I000055,Yes,32
,J000293,Yes,32
,K000384,Yes,32
,K000393,Yes,32
,K000383,Yes,32
,K000367,Yes,32
,L000575,Yes,32
,L000174,No,32
,L000577,Yes,32
,M001183,Yes,32
,M000133,No,32
,M000303,Yes,32
,M001170,Yes,32
,M000355,Yes,32
,M000639,No,32
,M001176,No,32
,M000934,Yes,32
,M001153,Yes,32
,M001169,Not Voting,32
,M001111,No,32
,N000032,No,32
,P000603,No,32
,P000612,Yes,32
,P000595,No,32
,P000449,Yes,32
,R000122,Yes,32
,R000584,Yes,32
,R000307,Yes,32
,R000605,Yes,32
,R000595,Yes,32
,S000033,No,32
,S001197,Yes,32
,S001194,Yes,32
,S000148,Yes,32
,S001184,Yes,32
,S001141,Yes,32
,S001181,Yes,32
,S000320,Yes,32
,S000770,No,32
,S001198,Yes,32
,T000464,No,32
,T000250,Yes,32
,T000476,Yes,32
,T000461,Yes,32
,U000039,No,32
,V000128,No,32
,W000805,Yes,32
,W000817,No,32
,W000802,Yes,32
,W000437,Yes,32
,W000779,No,32
,Y000064,Yes,32
