dw_nominate,member_id,vote_position,roll_call
,A000360,Yes,61
,B001230,No,61
,B001261,Yes,61
,B001267,No,61
,B001277,No,61
,B000575,Yes,61
,B001288,No,61
,B001236,Yes,61
,B000944,No,61
,B001135,Yes,61
,C000127,No,61
,C001047,Yes,61
,C000141,No,61
,C000174,No,61
,C001070,No,61
,C001075,Yes,61
,C000567,Yes,61
,C001035,Yes,61
,C001088,No,61
,C001071,Yes,61
,C001056,Yes,61
,C001113,No,61
,C001095,Yes,61
,C000880,Yes,61
,C001098,Yes,61
,D000618,Yes,61
,D000607,No,61
,D000622,No,61
,D000563,No,61
,E000285,Yes,61
,E000295,Yes,61
,F000062,No,61
,F000463,Yes,61
,F000444,Yes,61
,F000457,No,61
,G000562,Yes,61
,G000555,No,61
,G000359,Yes,61
,G000386,Yes,61
,H001075,No,61
,H001076,No,61
,H000338,Yes,61
,H001046,No,61
,H001069,No,61
,H001041,Yes,61
,H001042,No,61
,H001061,Yes,61
,I000024,Yes,61
,I000055,Yes,61
,J000293,Yes,61
,K000384,No,61
,K000393,Yes,61
,K000383,No,61
,K000367,No,61
,L000575,Yes,61
,L000174,No,61
,L000577,Yes,61
,M001183,No,61
,M000133,No,61
,M000303,Yes,61
,M001170,Not Voting,61
,M000355,Yes,61
,M000639,No,61
,M001176,No,61
,M000934,Yes,61
,M001153,Yes,61
,M001169,No,61
,M001111,No,61
,N000032,No,61
,P000603,Yes,61
,P000612,Yes,61
,P000595,No,61
,P000449,Yes,61
,R000122,No,61
,R000584,Yes,61
,R000307,Yes,61
,R000605,Yes,61
,R000595,Yes,61
,S000033,No,61
,S001197,Yes,61
,S001194,No,61
,S000148,No,61
,S001184,Yes,61
,S001181,No,61
,S000320,Yes,61
,S000770,No,61
,S001202,Yes,61
,S001198,Yes,61
,T000464,No,61
,T000250,Yes,61
,T000476,Yes,61
,T000461,Yes,61
,U000039,No,61
,V000128,No,61
,W000805,No,61
,W000817,No,61
,W000802,No,61
,W000437,Yes,61
,W000779,No,61
,Y000064,Yes,61
