dw_nominate,member_id,vote_position,roll_call
,A000360,Yes,29
,B001230,Yes,29
,B001261,Yes,29
,B001267,Yes,29
,B001277,Yes,29
,B000575,Yes,29
,B001288,Yes,29
,B001236,Yes,29
,B000944,Yes,29
,B001135,Yes,29
,C000127,Yes,29
,C001047,Yes,29
,C000141,Yes,29
,C000174,Yes,29
,C001070,Yes,29
,C001075,Yes,29
,C000567,Yes,29
,C001035,Yes,29
,C001088,Yes,29
,C001071,Yes,29
,C001056,Yes,29
,C001113,Yes,29
,C001095,Yes,29
,C000880,Yes,29
,C001098,Yes,29
,D000618,Yes,29
,D000607,Yes,29
,D000622,Yes,29
,D000563,Yes,29
,E000285,Yes,29
,E000295,Yes,29
,F000062,Yes,29
,F000463,Yes,29
,F000444,Yes,29
,F000457,Yes,29
,G000562,Yes,29
,G000555,No,29
,G000359,Yes,29
,G000386,Yes,29
,H001075,Yes,29
,H001076,Yes,29
,H000338,Yes,29
,H001046,Yes,29
,H001069,Yes,29
,H001041,Yes,29
,H001042,Yes,29
,H001061,Yes,29
,I000024,Yes,29
,I000055,Yes,29
,J000293,Yes,29
,K000384,Yes,29
,K000393,Yes,29
,K000383,Yes,29
,K000367,Yes,29
,L000575,Yes,29
,L000174,Yes,29
,L000577,Yes,29
,M001183,Yes,29
,M000133,Yes,29
,M000303,Yes,29
,M001170,Yes,29
,M000355,Yes,29
,M000639,Yes,29
,M001176,Yes,29
,M000934,Yes,29
,M001153,Yes,29
,M001169,Yes,29
,M001111,Yes,29
,N000032,Yes,29
,P000603,Yes,29
,P000612,Yes,29
,P000595,Yes,29
,P000449,Yes,29
,R000122,Yes,29
,R000584,Yes,29
,R000307,Yes,29
,R000605,Yes,29
,R000595,Yes,29
,S000033,Yes,29
,S001197,Yes,29
,S001194,Yes,29
,S000148,Yes,29
,S001184,Yes,29
,S001141,Not Voting,29
,S001181,Yes,29
,S000320,Yes,29
,S000770,Yes,29
,S001198,Yes,29
,T000464,Yes,29
,T000250,Yes,29
,T000476,Yes,29
,T000461,Yes,29
,U000039,Yes,29
,V000128,Yes,29
,W000805,Yes,29
,W000817,Yes,29
,W000802,Yes,29
,W000437,Yes,29
,W000779,Yes,29
,Y000064,Yes,29
