dw_nominate,member_id,vote_position,roll_call
,A000360,Yes,35
,B001230,Yes,35
,B001261,Yes,35
,B001267,Yes,35
,B001277,Yes,35
,B000575,Yes,35
,B001288,No,35
,B001236,Yes,35
,B000944,Yes,35
,B001135,Yes,35
,C000127,Yes,35
,C001047,Yes,35
,C000141,Yes,35
,C000174,Yes,35
,C001070,Yes,35
,C001075,Yes,35
,C000567,Yes,35
,C001035,Yes,35
,C001088,Yes,35
,C001071,Yes,35
,C001056,Yes,35
,C001113,Yes,35
,C001095,Yes,35
,C000880,Yes,35
,C001098,Yes,35
,D000618,Yes,35
,D000607,Yes,35
,D000622,Yes,35
,D000563,Yes,35
,E000285,Yes,35
,E000295,Yes,35
,F000062,Yes,35
,F000463,Yes,35
,F000444,Yes,35
,F000457,Yes,35
,G000562,Yes,35
,G000555,No,35
,G000359,Yes,35
,G000386,Yes,35
,H001075,Yes,35
,H001076,Yes,35
,H000338,Yes,35
,H001046,Yes,35
,H001069,Yes,35
,H001041,Yes,35
,H001042,Yes,35
,H001061,Yes,35
,I000024,Yes,35
,I000055,Yes,35
,J000293,Yes,35
,K000384,Yes,35
,K000393,Yes,35
,K000383,Yes,35
,K000367,Yes,35
,L000575,Yes,35
,L000174,Yes,35
,L000577,Yes,35
,M001183,Yes,35
,M000133,Yes,35
,M000303,Yes,35
,M001170,Yes,35
,M000355,Present,35
,M000639,Yes,35
,M001176,No,35
,M000934,Yes,35
,M001153,Yes,35
,M001169,Yes,35
,M001111,Yes,35
,N000032,Yes,35
,P000603,Yes,35
,P000612,Yes,35
,P000595,Yes,35
,P000449,Yes,35
,R000122,Yes,35
,R000584,Yes,35
,R000307,Yes,35
,R000605,Yes,35
,R000595,Yes,35
,S000033,No,35
,S001197,Yes,35
,S001194,Yes,35
,S000148,No,35
,S001184,Yes,35
,S001141,Yes,35
,S001181,Yes,35
,S000320,Yes,35
,S000770,Yes,35
,S001198,Yes,35
,T000464,Yes,35
,T000250,Yes,35
,T000476,Yes,35
,T000461,Yes,35
,U000039,Yes,35
,V000128,Yes,35
,W000805,Yes,35
,W000817,No,35
,W000802,Yes,35
,W000437,Yes,35
,W000779,Yes,35
,Y000064,Yes,35
