dw_nominate,member_id,vote_position,roll_call
,A000360,Yes,96
,B001230,No,96
,B001261,Yes,96
,B001267,No,96
,B001277,No,96
,B000575,Yes,96
,B001288,No,96
,B001236,Yes,96
,B000944,No,96
,B001135,Yes,96
,C000127,No,96
,C001047,Yes,96
,C000141,No,96
,C000174,No,96
,C001070,No,96
,C001075,Yes,96
,C000567,Yes,96
,C001035,Yes,96
,C001088,No,96
,C001071,Yes,96
,C001056,Yes,96
,C001113,No,96
,C001095,Yes,96
,C000880,Yes,96
,C001098,Yes,96
,D000618,Yes,96
,D000607,No,96
,D000622,No,96
,D000563,No,96
,E000285,Yes,96
,E000295,Yes,96
,F000062,No,96
,F000463,Yes,96
,F000444,Yes,96
,F000457,No,96
,G000562,Yes,96
,G000555,No,96
,G000359,Yes,96
,G000386,Yes,96
,H001075,No,96
,H001076,No,96
,H000338,Yes,96
,H001046,No,96
,H001069,No,96
,H001041,Yes,96
,H001042,No,96
,H001061,Yes,96
,I000024,Yes,96
,I000055,Not Voting,96
,J000293,Yes,96
,K000384,No,96
,K000393,Yes,96
,K000383,No,96
,K000367,No,96
,L000575,Yes,96
,L000174,No,96
,L000577,Yes,96
,M001183,Yes,96
,M000133,No,96
,M000303,Yes,96
,M001170,No,96
,M000355,Yes,96
,M000639,Yes,96
,M001176,No,96
,M000934,Yes,96
,M001153,Yes,96
,M001169,No,96
,M001111,No,96
,N000032,No,96
,P000603,Not Voting,96
,P000612,Yes,96
,P000595,No,96
,P000449,Yes,96
,R000122,No,96
,R000584,Yes,96
,R000307,Yes,96
,R000605,Yes,96
,R000595,Yes,96
,S000033,No,96
,S001197,Yes,96
,S001194,No,96
,S000148,No,96
,S001184,Yes,96
,S001181,No,96
,S000320,Yes,96
,S000770,No,96
,S001202,Yes,96
,S001198,Yes,96
,T000464,No,96
,T000250,Yes,96
,T000476,Yes,96
,T000461,Yes,96
,U000039,No,96
,V000128,No,96
,W000805,No,96
,W000817,No,96
,W000802,No,96
,W000437,Yes,96
,W000779,No,96
,Y000064,Yes,96
