dw_nominate,member_id,vote_position,roll_call
,A000360,Not Voting,89
,B001230,No,89
,B001261,Yes,89
,B001267,Yes,89
,B001277,Yes,89
,B000575,Yes,89
,B001288,No,89
,B001236,Yes,89
,B000944,Yes,89
,B001135,Yes,89
,C000127,Yes,89
,C001047,Yes,89
,C000141,Yes,89
,C000174,Yes,89
,C001070,Yes,89
,C001075,Yes,89
,C000567,Yes,89
,C001035,Yes,89
,C001088,Yes,89
,C001071,Not Voting,89
,C001056,Yes,89
,C001113,Yes,89
,C001095,Yes,89
,C000880,Yes,89
,C001098,Yes,89
,D000618,Yes,89
,D000607,Yes,89
,D000622,No,89
,D000563,Yes,89
,E000285,Yes,89
,E000295,Yes,89
,F000062,Yes,89
,F000463,Yes,89
,F000444,Yes,89
,F000457,Yes,89
,G000562,Yes,89
,G000555,No,89
,G000359,Yes,89
,G000386,Yes,89
,H001075,No,89
,H001076,Yes,89
,H000338,Yes,89
,H001046,Yes,89
,H001069,Yes,89
,H001041,Yes,89
,H001042,Yes,89
,H001061,Yes,89
,I000024,Yes,89
,I000055,Not Voting,89
,J000293,Yes,89
,K000384,Yes,89
,K000393,Yes,89
,K000383,Yes,89
,K000367,Yes,89
,L000575,Yes,89
,L000174,Yes,89
,L000577,Yes,89
,M001183,Yes,89
,M000133,No,89
,M000303,Yes,89
,M001170,Yes,89
,M000355,Yes,89
,M000639,Yes,89
,M001176,No,89
,M000934,Yes,89
,M001153,Yes,89
,M001169,Yes,89
,M001111,Yes,89
,N000032,Yes,89
,P000603,No,89
,P000612,Yes,89
,P000595,Yes,89
,P000449,Yes,89
,R000122,Yes,89
,R000584,Yes,89
,R000307,Yes,89
,R000605,Yes,89
,R000595,Yes,89
,S000033,No,89
,S001197,Yes,89
,S001194,Yes,89
,S000148,Yes,89
,S001184,Yes,89
,S001181,Yes,89
,S000320,Yes,89
,S000770,Yes,89
,S001202,Yes,89
,S001198,Yes,89
,T000464,Yes,89
,T000250,Yes,89
,T000476,Yes,89
,T000461,Yes,89
,U000039,No,89
,V000128,Yes,89
,W000805,Yes,89
,W000817,No,89
,W000802,Yes,89
,W000437,Yes,89
,W000779,No,89
,Y000064,Yes,89
