dw_nominate,member_id,vote_position,roll_call
,A000360,Yes,118
,B001230,No,118
,B001261,Yes,118
,B001267,Yes,118
,B001277,No,118
,B000575,Yes,118
,B001288,No,118
,B001236,Yes,118
,B000944,No,118
,B001135,Yes,118
,C000127,No,118
,C001047,Yes,118
,C000141,No,118
,C000174,Yes,118
,C001070,No,118
,C001075,Yes,118
,C000567,Yes,118
,C001035,Yes,118
,C001088,No,118
,C001071,Yes,118
,C001056,Yes,118
,C001113,No,118
,C001095,Yes,118
,C000880,Yes,118
,C001098,Yes,118
,D000618,Yes,118
,D000607,No,118
,D000622,No,118
,D000563,Not Voting,118
,E000285,Yes,118
,E000295,Yes,118
,F000062,No,118
,F000463,Yes,118
,F000444,Yes,118
,F000457,No,118
,G000562,Yes,118
,G000555,No,118
,G000359,Yes,118
,G000386,Yes,118
,H001075,No,118
,H001076,No,118
,H000338,Yes,118
,H001046,No,118
,H001069,Yes,118
,H001041,Yes,118
,H001042,No,118
,H001061,Yes,118
,I000024,Yes,118
,I000055,Not Voting,118
,J000293,Yes,118
,K000384,No,118
,K000393,Yes,118
,K000383,Yes,118
,K000367,No,118
,L000575,Yes,118
,L000174,No,118
,L000577,Yes,118
,M001183,Yes,118
,M000133,No,118
,M000303,Yes,118
,M001170,Yes,118
,M000355,Yes,118
,M000639,No,118
,M001176,No,118
,M000934,Yes,118
,M001153,Yes,118
,M001169,No,118
,M001111,No,118
,N000032,Yes,118
,P000603,Yes,118
,P000612,Yes,118
,P000595,No,118
,P000449,Yes,118
,R000122,No,118
,R000584,Yes,118
,R000307,Yes,118
,R000605,Yes,118
,R000595,Yes,118
,S000033,No,118
,S001197,Yes,118
,S001194,No,118
,S000148,No,118
,S001184,Yes,118
,S001181,Yes,118
,S000320,Yes,118
,S000770,No,118
,S001202,Yes,118
,S001198,Yes,118
,T000464,Yes,118
,T000250,Yes,118
,T000476,Yes,118
,T000461,Yes,118
,U000039,No,118
,V000128,No,118
,W000805,Yes,118
,W000817,No,118
,W000802,No,118
,W000437,Yes,118
,W000779,No,118
,Y000064,Yes,118
