dw_nominate,member_id,vote_position,roll_call
,A000360,Yes,63
,B001230,No,63
,B001261,Yes,63
,B001267,No,63
,B001277,No,63
,B000575,Yes,63
,B001288,No,63
,B001236,Yes,63
,B000944,No,63
,B001135,Yes,63
,C000127,No,63
,C001047,Yes,63
,C000141,No,63
,C000174,No,63
,C001070,No,63
,C001075,Yes,63
,C000567,Yes,63
,C001035,Yes,63
,C001088,No,63
,C001071,Yes,63
,C001056,Yes,63
,C001113,No,63
,C001095,Yes,63
,C000880,Yes,63
,C001098,Yes,63
,D000618,Yes,63
,D000607,No,63
,D000622,No,63
,D000563,No,63
,E000285,Yes,63
,E000295,Yes,63
,F000062,No,63
,F000463,Yes,63
,F000444,Yes,63
,F000457,No,63
,G000562,Yes,63
,G000555,No,63
,G000359,Yes,63
,G000386,Yes,63
,H001075,No,63
,H001076,No,63
,H000338,Yes,63
,H001046,No,63
,H001069,No,63
,H001041,Yes,63
,H001042,No,63
,H001061,Yes,63
,I000024,Yes,63
,I000055,Yes,63
,J000293,Yes,63
,K000384,No,63
,K000393,Yes,63
,K000383,No,63
,K000367,No,63
,L000575,Yes,63
,L000174,No,63
,L000577,Yes,63
,M001183,Yes,63
,M000133,No,63
,M000303,Yes,63
,M001170,No,63
,M000355,Yes,63
,M000639,No,63
,M001176,No,63
,M000934,Yes,63
,M001153,Yes,63
,M001169,No,63
,M001111,No,63
,N000032,No,63
,P000603,Yes,63
,P000612,Yes,63
,P000595,No,63
,P000449,Yes,63
,R000122,No,63
,R000584,Yes,63
,R000307,Yes,63
,R000605,Yes,63
,R000595,Yes,63
,S000033,No,63
,S001197,Yes,63
,S001194,No,63
,S000148,No,63
,S001184,Yes,63
,S001181,No,63
,S000320,Yes,63
,S000770,No,63
,S001202,Yes,63
,S001198,Yes,63
,T000464,No,63
,T000250,Yes,63
,T000476,Yes,63
,T000461,Yes,63
,U000039,No,63
,V000128,No,63
,W000805,No,63
,W000817,No,63
,W000802,No,63
,W000437,Yes,63
,W000779,No,63
,Y000064,Yes,63
