dw_nominate,member_id,vote_position,roll_call
,A000360,Yes,116
,B001230,No,116
,B001261,Yes,116
,B001267,No,116
,B001277,No,116
,B000575,Yes,116
,B001288,No,116
,B001236,Yes,116
,B000944,No,116
,B001135,Yes,116
,C000127,No,116
,C001047,Yes,116
,C000141,No,116
,C000174,No,116
,C001070,No,116
,C001075,Yes,116
,C000567,Yes,116
,C001035,Yes,116
,C001088,No,116
,C001071,Yes,116
,C001056,Yes,116
,C001113,Yes,116
,C001095,Yes,116
,C000880,Yes,116
,C001098,Yes,116
,D000618,Yes,116
,D000607,No,116
,D000622,No,116
,D000563,No,116
,E000285,Yes,116
,E000295,Yes,116
,F000062,No,116
,F000463,Yes,116
,F000444,Yes,116
,F000457,No,116
,G000562,Yes,116
,G000555,No,116
,G000359,Yes,116
,G000386,Yes,116
,H001075,No,116
,H001076,No,116
,H000338,Yes,116
,H001046,No,116
,H001069,Yes,116
,H001041,Yes,116
,H001042,No,116
,H001061,Yes,116
,I000024,Yes,116
,I000055,Yes,116
,J000293,Yes,116
,K000384,No,116
,K000393,Yes,116
,K000383,Yes,116
,K000367,No,116
,L000575,Yes,116
,L000174,No,116
,L000577,Yes,116
,M001183,Yes,116
,M000133,No,116
,M000303,Yes,116
,M001170,Yes,116
,M000355,Yes,116
,M000639,Yes,116
,M001176,No,116
,M000934,Yes,116
,M001153,Yes,116
,M001169,No,116
,M001111,No,116
,N000032,Yes,116
,P000603,Yes,116
,P000612,Yes,116
,P000595,Not Voting,116
,P000449,Yes,116
,R000122,No,116
,R000584,Yes,116
,R000307,Yes,116
,R000605,Yes,116
,R000595,Yes,116
,S000033,No,116
,S001197,Yes,116
,S001194,No,116
,S000148,No,116
,S001184,Yes,116
,S001181,No,116
,S000320,Yes,116
,S000770,No,116
,S001202,Yes,116
,S001198,Yes,116
,T000464,Yes,116
,T000250,Yes,116
,T000476,Yes,116
,T000461,Not Voting,116
,U000039,No,116
,V000128,No,116
,W000805,Yes,116
,W000817,No,116
,W000802,No,116
,W000437,Yes,116
,W000779,No,116
,Y000064,Yes,116
