dw_nominate,member_id,vote_position,roll_call
,A000360,Yes,75
,B001230,No,75
,B001261,Yes,75
,B001267,Yes,75
,B001277,No,75
,B000575,Yes,75
,B001288,No,75
,B001236,Yes,75
,B000944,Yes,75
,B001135,Yes,75
,C000127,No,75
,C001047,Yes,75
,C000141,No,75
,C000174,No,75
,C001070,No,75
,C001075,Yes,75
,C000567,Yes,75
,C001035,Yes,75
,C001088,Yes,75
,C001071,Yes,75
,C001056,Yes,75
,C001113,Yes,75
,C001095,Yes,75
,C000880,Yes,75
,C001098,Yes,75
,D000618,Yes,75
,D000607,Yes,75
,D000622,No,75
,D000563,No,75
,E000285,Yes,75
,E000295,Yes,75
,F000062,No,75
,F000463,Yes,75
,F000444,Yes,75
,F000457,No,75
,G000562,Yes,75
,G000555,No,75
,G000359,Yes,75
,G000386,Yes,75
,H001075,No,75
,H001076,No,75
,H000338,Yes,75
,H001046,Yes,75
,H001069,Yes,75
,H001041,Yes,75
,H001042,No,75
,H001061,Yes,75
,I000024,Yes,75
,I000055,Not Voting,75
,J000293,Yes,75
,K000384,Yes,75
,K000393,Yes,75
,K000383,Yes,75
,K000367,No,75
,L000575,Yes,75
,L000174,No,75
,L000577,Yes,75
,M001183,Yes,75
,M000133,No,75
,M000303,Yes,75
,M001170,Yes,75
,M000355,Yes,75
,M000639,No,75
,M001176,No,75
,M000934,Yes,75
,M001153,Yes,75
,M001169,Yes,75
,M001111,No,75
,N000032,Yes,75
,P000603,Yes,75
,P000612,Yes,75
,P000595,No,75
,P000449,Yes,75
,R000122,No,75
,R000584,Yes,75
,R000307,Yes,75
,R000605,Yes,75
,R000595,Yes,75
,S000033,No,75
,S001197,Yes,75
,S001194,No,75
,S000148,No,75
,S001184,Yes,75
,S001181,No,75
,S000320,Yes,75
,S000770,No,75
,S001202,Yes,75
,S001198,Yes,75
,T000464,Yes,75
,T000250,Yes,75
,T000476,Yes,75
,T000461,Yes,75
,U000039,Yes,75
,V000128,No,75
,W000805,Yes,75
,W000817,No,75
,W000802,No,75
,W000437,Yes,75
,W000779,Yes,75
,Y000064,Yes,75
