dw_nominate,member_id,vote_position,roll_call
,A000360,Yes,71
,B001230,No,71
,B001261,Yes,71
,B001267,No,71
,B001277,No,71
,B000575,Yes,71
,B001288,No,71
,B001236,Yes,71
,B000944,No,71
,B001135,Yes,71
,C000127,No,71
,C001047,Yes,71
,C000141,No,71
,C000174,No,71
,C001070,No,71
,C001075,Yes,71
,C000567,Yes,71
,C001035,No,71
,C001088,No,71
,C001071,Yes,71
,C001056,Yes,71
,C001113,No,71
,C001095,Yes,71
,C000880,Yes,71
,C001098,Yes,71
,D000618,Yes,71
,D000607,Not Voting,71
,D000622,No,71
,D000563,No,71
,E000285,Yes,71
,E000295,Yes,71
,F000062,No,71
,F000463,Yes,71
,F000444,Yes,71
,F000457,No,71
,G000562,Yes,71
,G000555,No,71
,G000359,Yes,71
,G000386,Yes,71
,H001075,No,71
,H001076,No,71
,H000338,Yes,71
,H001046,No,71
,H001069,Yes,71
,H001041,Yes,71
,H001042,No,71
,H001061,Yes,71
,I000024,Yes,71
,I000055,Yes,71
,J000293,Yes,71
,K000384,No,71
,K000393,Yes,71
,K000383,No,71
,K000367,No,71
,L000575,Yes,71
,L000174,No,71
,L000577,Yes,71
,M001183,Yes,71
,M000133,No,71
,M000303,Not Voting,71
,M001170,No,71
,M000355,Yes,71
,M000639,No,71
,M001176,No,71
,M000934,Yes,71
,M001153,Yes,71
,M001169,No,71
,M001111,No,71
,N000032,No,71
,P000603,Yes,71
,P000612,Yes,71
,P000595,No,71
,P000449,Yes,71
,R000122,No,71
,R000584,Yes,71
,R000307,Yes,71
,R000605,Yes,71
,R000595,Yes,71
,S000033,No,71
,S001197,Yes,71
,S001194,No,71
,S000148,No,71
,S001184,Yes,71
,S001181,No,71
,S000320,Yes,71
,S000770,No,71
,S001202,Yes,71
,S001198,Yes,71
,T000464,No,71
,T000250,Yes,71
,T000476,Yes,71
,T000461,Yes,71
,U000039,No,71
,V000128,No,71
,W000805,No,71
,W000817,No,71
,W000802,No,71
,W000437,Yes,71
,W000779,No,71
,Y000064,Yes,71
