dw_nominate,member_id,vote_position,roll_call
,A000360,Yes,30
,B001230,Yes,30
,B001261,Yes,30
,B001267,Yes,30
,B001277,No,30
,B000575,Yes,30
,B001288,No,30
,B001236,Yes,30
,B000944,Yes,30
,B001135,Yes,30
,C000127,Yes,30
,C001047,Yes,30
,C000141,Yes,30
,C000174,Yes,30
,C001070,Yes,30
,C001075,Yes,30
,C000567,Yes,30
,C001035,Yes,30
,C001088,Yes,30
,C001071,Yes,30
,C001056,Yes,30
,C001113,No,30
,C001095,Yes,30
,C000880,Yes,30
,C001098,Yes,30
,D000618,Yes,30
,D000607,Yes,30
,D000622,Yes,30
,D000563,Yes,30
,E000285,Yes,30
,E000295,Yes,30
,F000062,Yes,30
,F000463,Yes,30
,F000444,Yes,30
,F000457,Yes,30
,G000562,Yes,30
,G000555,No,30
,G000359,Yes,30
,G000386,Yes,30
,H001075,No,30
,H001076,Yes,30
,H000338,Yes,30
,H001046,No,30
,H001069,Yes,30
,H001041,Yes,30
,H001042,Yes,30
,H001061,Yes,30
,I000024,Yes,30
,I000055,Yes,30
,J000293,Yes,30
,K000384,Yes,30
,K000393,Yes,30
,K000383,Yes,30
,K000367,Yes,30
,L000575,Yes,30
,L000174,Yes,30
,L000577,Yes,30
,M001183,Yes,30
,M000133,Yes,30
,M000303,Yes,30
,M001170,Yes,30
,M000355,Yes,30
,M000639,Yes,30
,M001176,No,30
,M000934,Yes,30
,M001153,Yes,30
,M001169,Yes,30
,M001111,Yes,30
,N000032,Yes,30
,P000603,Yes,30
,P000612,Yes,30
,P000595,Yes,30
,P000449,Yes,30
,R000122,Yes,30
,R000584,Yes,30
,R000307,Yes,30
,R000605,Yes,30
,R000595,Yes,30
,S000033,Yes,30
,S001197,Yes,30
,S001194,Yes,30
,S000148,Yes,30
,S001184,Yes,30
,S001141,Not Voting,30
,S001181,Yes,30
,S000320,Yes,30
,S000770,Yes,30
,S001198,Yes,30
,T000464,Yes,30
,T000250,Yes,30
,T000476,Yes,30
,T000461,Yes,30
,U000039,No,30
,V000128,No,30
,W000805,Yes,30
,W000817,No,30
,W000802,Yes,30
,W000437,Yes,30
,W000779,No,30
,Y000064,Yes,30
